Loan_ID;Gender;Education;Self_Employed;Credit_History;Married;Dependents;Property_Area;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Loan_Status
LP001334;Male;False;False;True;True;0;Semiurban;4188;0.0;115.0;180.0;True
LP001343;Male;True;False;True;True;0;Semiurban;1759;3541.0;131.0;360.0;True
LP001345;Male;False;False;True;True;2;Urban;4288;3263.0;133.0;180.0;True
LP001349;Male;True;False;True;False;0;Semiurban;4843;3806.0;151.0;360.0;True
LP001357;Male;True;False;True;;;Urban;3816;754.0;160.0;360.0;True
LP001367;Male;True;False;True;True;1;Urban;3052;1030.0;100.0;360.0;True
LP001369;Male;True;False;True;True;2;Urban;11417;1126.0;225.0;360.0;True
LP001370;Male;False;;True;False;0;Rural;7333;0.0;120.0;360.0;False
LP001379;Male;True;False;False;True;2;Urban;3800;3600.0;216.0;360.0;False
LP001384;Male;False;False;True;True;3+;Semiurban;2071;754.0;94.0;480.0;True
LP001385;Male;True;False;True;False;0;Urban;5316;0.0;136.0;360.0;True
LP001387;Female;True;;True;True;0;Semiurban;2929;2333.0;139.0;360.0;True
LP001398;Male;True;;True;False;0;Semiurban;5050;0.0;118.0;360.0;True
LP001401;Male;True;False;True;True;1;Rural;14583;0.0;185.0;180.0;True
LP001404;Female;True;False;True;True;0;Semiurban;3167;2283.0;154.0;360.0;True
LP001405;Male;True;False;;True;1;Urban;2214;1398.0;85.0;360.0;True
LP001421;Male;True;False;True;True;0;Rural;5568;2142.0;175.0;360.0;False
LP001422;Female;True;False;True;False;0;Urban;10408;0.0;259.0;360.0;True
LP001426;Male;True;False;True;True;;Rural;5667;2667.0;180.0;360.0;True
LP001430;Female;True;False;True;False;0;Semiurban;4166;0.0;44.0;360.0;True
LP001431;Female;True;False;False;False;0;Semiurban;2137;8980.0;137.0;360.0;True
LP001432;Male;True;False;True;True;2;Semiurban;2957;0.0;81.0;360.0;True
LP001439;Male;False;False;True;True;0;Rural;4300;2014.0;194.0;360.0;True
LP001443;Female;True;False;;False;0;Rural;3692;0.0;93.0;360.0;True
LP001448;;True;False;True;True;3+;Rural;23803;0.0;370.0;360.0;True
LP001451;Male;True;True;False;True;1;Urban;10513;3850.0;160.0;180.0;False
LP001465;Male;True;False;;True;0;Rural;6080;2569.0;182.0;360.0;False
LP001469;Male;True;True;;False;0;Urban;20166;0.0;650.0;480.0;True
LP001473;Male;True;False;True;False;0;Urban;2014;1929.0;74.0;360.0;True
LP001478;Male;True;False;True;False;0;Semiurban;2718;0.0;70.0;360.0;True
LP001482;Male;True;True;True;True;0;Semiurban;3459;0.0;25.0;120.0;True
LP001487;Male;True;False;True;False;0;Semiurban;4895;0.0;102.0;360.0;True
LP001488;Male;True;False;True;True;3+;Semiurban;4000;7750.0;290.0;360.0;False
LP001489;Female;True;False;True;True;0;Rural;4583;0.0;84.0;360.0;False
LP001491;Male;True;True;True;True;2;Urban;3316;3500.0;88.0;360.0;True
LP001492;Male;True;False;False;False;0;Semiurban;14999;0.0;242.0;360.0;False
LP001493;Male;False;False;True;True;2;Rural;4200;1430.0;129.0;360.0;False
LP001497;Male;True;False;True;True;2;Rural;5042;2083.0;185.0;360.0;False
LP001498;Male;True;False;True;False;0;Urban;5417;0.0;168.0;360.0;True
LP001504;Male;True;True;True;False;0;Semiurban;6950;0.0;175.0;180.0;True
LP001507;Male;True;False;True;True;0;Semiurban;2698;2034.0;122.0;360.0;True
LP001508;Male;True;False;True;True;2;Urban;11757;0.0;187.0;180.0;True
LP001514;Female;True;False;True;True;0;Semiurban;2330;4486.0;100.0;360.0;True
LP001516;Female;True;False;True;True;2;Urban;14866;0.0;70.0;360.0;True
LP001518;Male;True;False;True;True;1;Urban;1538;1425.0;30.0;360.0;True
LP001519;Female;True;False;True;False;0;Rural;10000;1666.0;225.0;360.0;False
LP001520;Male;True;False;True;True;0;Semiurban;4860;830.0;125.0;360.0;True
LP001528;Male;True;False;False;False;0;Rural;6277;0.0;118.0;360.0;False
LP001529;Male;True;True;True;True;0;Rural;2577;3750.0;152.0;360.0;True
LP001531;Male;True;False;True;False;0;Urban;9166;0.0;244.0;360.0;False
LP001532;Male;False;False;True;True;2;Rural;2281;0.0;113.0;360.0;False
LP001535;Male;True;False;True;False;0;Urban;3254;0.0;50.0;360.0;True
LP001536;Male;True;False;False;True;3+;Semiurban;39999;0.0;600.0;180.0;True
LP001541;Male;True;False;;True;1;Rural;6000;0.0;160.0;360.0;True
LP001543;Male;True;False;True;True;1;Urban;9538;0.0;187.0;360.0;True
LP001546;Male;True;;True;False;0;Rural;2980;2083.0;120.0;360.0;True
LP001552;Male;True;False;True;True;0;Semiurban;4583;5625.0;255.0;360.0;True
LP001560;Male;False;False;True;True;0;Semiurban;1863;1041.0;98.0;360.0;True
LP001562;Male;True;False;True;True;0;Urban;7933;0.0;275.0;360.0;False
LP001565;Male;True;False;False;True;1;Semiurban;3089;1280.0;121.0;360.0;False
LP001570;Male;True;False;True;True;2;Rural;4167;1447.0;158.0;360.0;True
LP001572;Male;True;False;True;True;0;Urban;9323;0.0;75.0;180.0;True
LP001577;Female;True;False;True;True;0;Rural;4583;0.0;112.0;360.0;False
LP001578;Male;True;False;True;True;0;Rural;2439;3333.0;129.0;360.0;True
LP001579;Male;True;False;False;False;0;Semiurban;2237;0.0;63.0;480.0;False
LP001580;Male;True;False;True;True;2;Semiurban;8000;0.0;200.0;360.0;True
LP001581;Male;False;;True;True;0;Rural;1820;1769.0;95.0;360.0;True
LP001585;;True;False;True;True;3+;Urban;51763;0.0;700.0;300.0;True
LP001586;Male;False;False;True;True;3+;Rural;3522;0.0;81.0;180.0;False
LP001594;Male;True;False;True;True;0;Semiurban;5708;5625.0;187.0;360.0;True
LP001603;Male;False;True;True;True;0;Semiurban;4344;736.0;87.0;360.0;False
LP001606;Male;True;False;True;True;0;Rural;3497;1964.0;116.0;360.0;True
LP001608;Male;True;False;True;True;2;Rural;2045;1619.0;101.0;360.0;True
LP001610;Male;True;False;False;True;3+;Semiurban;5516;11300.0;495.0;360.0;False
LP001616;Male;True;False;True;True;1;Semiurban;3750;0.0;116.0;360.0;True
LP001630;Male;False;False;False;False;0;Urban;2333;1451.0;102.0;480.0;False
LP001633;Male;True;False;False;True;1;Urban;6400;7250.0;180.0;360.0;False
LP001634;Male;True;False;;False;0;Rural;1916;5063.0;67.0;360.0;False
LP001636;Male;True;False;True;True;0;Semiurban;4600;0.0;73.0;180.0;True
LP001637;Male;True;False;True;True;1;Semiurban;33846;0.0;260.0;360.0;False
LP001639;Female;True;False;True;True;0;Semiurban;3625;0.0;108.0;360.0;True
LP001640;Male;True;True;True;True;0;Semiurban;39147;4750.0;120.0;360.0;True
LP001641;Male;True;True;False;True;1;Rural;2178;0.0;66.0;300.0;False
LP001643;Male;True;False;;True;0;Rural;2383;2138.0;58.0;360.0;True
LP001644;;True;True;True;True;0;Rural;674;5296.0;168.0;360.0;True
LP001647;Male;True;False;True;True;0;Rural;9328;0.0;188.0;180.0;True
LP001653;Male;False;False;True;False;0;Rural;4885;0.0;48.0;360.0;True
LP001656;Male;True;False;True;False;0;Semiurban;12000;0.0;164.0;360.0;False
LP001657;Male;False;False;True;True;0;Urban;6033;0.0;160.0;360.0;False
LP001658;Male;True;False;True;False;0;Semiurban;3858;0.0;76.0;360.0;True
LP001664;Male;True;False;True;False;0;Rural;4191;0.0;120.0;360.0;True
LP001665;Male;True;False;True;True;1;Semiurban;3125;2583.0;170.0;360.0;False
LP001666;Male;True;False;True;False;0;Rural;8333;3750.0;187.0;360.0;True
LP001671;Female;True;False;;True;0;Semiurban;3416;2816.0;113.0;360.0;True
LP001673;Male;True;True;True;False;0;Urban;11000;0.0;83.0;360.0;False
LP001674;Male;False;False;True;True;1;Semiurban;2600;2500.0;90.0;360.0;True
LP001677;Male;True;False;False;False;2;Semiurban;4923;0.0;166.0;360.0;True
LP001688;Male;False;False;True;True;1;Urban;3500;1083.0;135.0;360.0;True
LP001691;Male;False;False;True;True;2;Semiurban;3917;0.0;124.0;360.0;True
LP001692;Female;False;False;True;False;0;Semiurban;4408;0.0;120.0;360.0;True
LP001693;Female;True;False;True;False;0;Urban;3244;0.0;80.0;360.0;True
LP001698;Male;False;False;True;False;0;Rural;3975;2531.0;55.0;360.0;True
LP001699;Male;True;False;True;False;0;Urban;2479;0.0;59.0;360.0;True
LP001702;Male;True;False;True;False;0;Semiurban;3418;0.0;127.0;360.0;False
LP001708;Female;True;False;True;False;0;Semiurban;10000;0.0;214.0;360.0;False
LP001711;Male;True;False;False;True;3+;Semiurban;3430;1250.0;128.0;360.0;False
LP001713;Male;True;True;True;True;1;Urban;7787;0.0;240.0;360.0;True
LP001715;Male;False;True;True;True;3+;Rural;5703;0.0;130.0;360.0;True
LP001716;Male;True;False;True;True;0;Urban;3173;3021.0;137.0;360.0;True
LP001720;Male;False;False;True;True;3+;Semiurban;3850;983.0;100.0;360.0;True
LP001722;Male;True;False;True;True;0;Rural;150;1800.0;135.0;360.0;False
LP001726;Male;True;False;True;True;0;Semiurban;3727;1775.0;131.0;360.0;True
LP001732;Male;True;;False;True;2;Semiurban;5000;0.0;72.0;360.0;False
LP001734;Female;True;False;;True;2;Semiurban;4283;2383.0;127.0;360.0;True
LP001736;Male;True;False;False;True;0;Urban;2221;0.0;60.0;360.0;False
LP001743;Male;True;False;True;True;2;Semiurban;4009;1717.0;116.0;360.0;True
LP001744;Male;True;False;True;False;0;Semiurban;2971;2791.0;144.0;360.0;True
LP001750;Male;True;False;True;True;0;Semiurban;6250;0.0;128.0;360.0;True
LP001751;Male;True;False;True;True;0;Rural;3250;0.0;170.0;360.0;False
LP001754;Male;False;True;True;True;;Urban;4735;0.0;138.0;360.0;False
LP001758;Male;True;False;True;True;2;Semiurban;6250;1695.0;210.0;360.0;True
LP001760;Male;True;False;True;;;Semiurban;4758;0.0;158.0;480.0;True
LP001761;Male;True;True;True;False;0;Rural;6400;0.0;200.0;360.0;True
LP001765;Male;True;False;True;True;1;Semiurban;2491;2054.0;104.0;360.0;True
LP001768;Male;True;;True;True;0;Rural;3716;0.0;42.0;180.0;True
LP001776;Female;True;False;True;False;0;Semiurban;8333;0.0;280.0;360.0;True
LP001778;Male;True;False;True;True;1;Semiurban;3155;1779.0;140.0;360.0;True
LP001784;Male;True;False;True;True;1;Rural;5500;1260.0;170.0;360.0;True
LP001786;Male;True;;;True;0;Urban;5746;0.0;255.0;360.0;False
LP001788;Female;True;True;;False;0;Urban;3463;0.0;122.0;360.0;True
LP001790;Female;True;False;True;False;1;Rural;3812;0.0;112.0;360.0;True
LP001792;Male;True;False;True;True;1;Semiurban;3315;0.0;96.0;360.0;True
LP001798;Male;True;False;True;True;2;Rural;5819;5000.0;120.0;360.0;True
LP001800;Male;False;False;True;True;1;Urban;2510;1983.0;140.0;180.0;False
LP001806;Male;True;False;True;False;0;Urban;2965;5701.0;155.0;60.0;True
LP001807;Male;True;True;True;True;2;Rural;6250;1300.0;108.0;360.0;True
LP001811;Male;False;False;True;True;0;Semiurban;3406;4417.0;123.0;360.0;True
LP001813;Male;True;True;True;False;0;Urban;6050;4333.0;120.0;180.0;False
LP001814;Male;True;False;True;True;2;Urban;9703;0.0;112.0;360.0;True
LP001819;Male;False;False;True;True;1;Urban;6608;0.0;137.0;180.0;True
LP001824;Male;True;False;True;True;1;Semiurban;2882;1843.0;123.0;480.0;True
LP001825;Male;True;False;True;True;0;Urban;1809;1868.0;90.0;360.0;True
LP001835;Male;False;False;False;True;0;Semiurban;1668;3890.0;201.0;360.0;False
LP001836;Female;True;False;True;False;2;Urban;3427;0.0;138.0;360.0;False
LP001841;Male;False;True;True;False;0;Rural;2583;2167.0;104.0;360.0;True
LP001843;Male;False;False;True;True;1;Semiurban;2661;7101.0;279.0;180.0;True
LP001844;Male;True;True;False;False;0;Urban;16250;0.0;192.0;360.0;False
LP001846;Female;True;False;True;False;3+;Rural;3083;0.0;255.0;360.0;True
LP001849;Male;False;False;False;False;0;Rural;6045;0.0;115.0;360.0;False
LP001854;Male;True;False;True;True;3+;Urban;5250;0.0;94.0;360.0;False
LP001859;Male;True;False;True;True;0;Rural;14683;2100.0;304.0;360.0;False
LP001864;Male;False;False;;True;3+;Semiurban;4931;0.0;128.0;360.0;False
LP001865;Male;True;False;;True;1;Urban;6083;4250.0;330.0;360.0;True
LP001868;Male;True;False;True;False;0;Semiurban;2060;2209.0;134.0;360.0;True
LP001870;Female;True;False;True;False;1;Semiurban;3481;0.0;155.0;36.0;False
LP001871;Female;True;False;True;False;0;Rural;7200;0.0;120.0;360.0;True
LP001872;Male;True;True;True;False;0;Semiurban;5166;0.0;128.0;360.0;True
LP001875;Male;True;False;True;False;0;Rural;4095;3447.0;151.0;360.0;True
LP001877;Male;True;False;True;True;2;Semiurban;4708;1387.0;150.0;360.0;True
LP001882;Male;True;False;False;True;3+;Urban;4333;1811.0;160.0;360.0;True
LP001883;Female;True;;True;False;0;Rural;3418;0.0;135.0;360.0;False
LP001884;Female;True;False;True;False;1;Urban;2876;1560.0;90.0;360.0;True
LP001888;Female;True;False;True;False;0;Urban;3237;0.0;30.0;360.0;True
LP001891;Male;True;False;True;True;0;Urban;11146;0.0;136.0;360.0;True
LP001892;Male;True;False;True;False;0;Rural;2833;1857.0;126.0;360.0;True
LP001894;Male;True;False;True;True;0;Semiurban;2620;2223.0;150.0;360.0;True
LP001896;Male;True;False;True;True;2;Semiurban;3900;0.0;90.0;360.0;True
LP001900;Male;True;False;True;True;1;Semiurban;2750;1842.0;115.0;360.0;True
LP001903;Male;True;False;True;True;0;Semiurban;3993;3274.0;207.0;360.0;True
LP001904;Male;True;False;True;True;0;Urban;3103;1300.0;80.0;360.0;True
LP001907;Male;True;False;True;True;0;Semiurban;14583;0.0;436.0;360.0;True
LP001908;Female;False;False;;True;0;Rural;4100;0.0;124.0;360.0;True
LP001910;Male;False;True;False;False;1;Urban;4053;2426.0;158.0;360.0;False
LP001914;Male;True;False;True;True;0;Semiurban;3927;800.0;112.0;360.0;True
LP001915;Male;True;False;True;True;2;Urban;2301;985.7999878;78.0;180.0;True
LP001917;Female;True;False;True;False;0;Urban;1811;1666.0;54.0;360.0;True
LP001924;Male;True;False;True;False;0;Rural;3158;3053.0;89.0;360.0;True
LP001925;Female;True;True;True;False;0;Semiurban;2600;1717.0;99.0;300.0;False
LP001926;Male;True;False;True;True;0;Rural;3704;2000.0;120.0;360.0;True
LP001931;Female;True;False;True;False;0;Semiurban;4124;0.0;115.0;360.0;True
LP001935;Male;True;False;True;False;0;Rural;9508;0.0;187.0;360.0;True
LP001936;Male;True;False;True;True;0;Rural;3075;2416.0;139.0;360.0;True
LP001938;Male;True;False;False;True;2;Semiurban;4400;0.0;127.0;360.0;False
LP001940;Male;True;False;True;True;2;Urban;3153;1560.0;134.0;360.0;True
LP001945;Female;True;False;False;False;;Urban;5417;0.0;143.0;480.0;False
LP001947;Male;True;False;True;True;0;Semiurban;2383;3334.0;172.0;360.0;True
LP001949;Male;True;;True;True;3+;Urban;4416;1250.0;110.0;360.0;True
LP001953;Male;True;False;True;True;1;Semiurban;6875;0.0;200.0;360.0;True
LP001954;Female;True;False;True;True;1;Urban;4666;0.0;135.0;360.0;True
LP001955;Female;True;False;True;False;0;Rural;5000;2541.0;151.0;480.0;False
LP001963;Male;True;False;True;True;1;Urban;2014;2925.0;113.0;360.0;False
LP001964;Male;False;False;False;True;0;Urban;1800;2934.0;93.0;360.0;False
LP001972;Male;False;False;True;True;;Semiurban;2875;1750.0;105.0;360.0;True
LP001974;Female;True;False;True;False;0;Rural;5000;0.0;132.0;360.0;True
LP001977;Male;True;False;True;True;1;Urban;1625;1803.0;96.0;360.0;True
LP001978;Male;True;False;True;False;0;Rural;4000;2500.0;140.0;360.0;True
LP001993;Female;True;False;True;False;0;Rural;3762;1666.0;135.0;360.0;True
LP001994;Female;True;False;False;False;0;Urban;2400;1863.0;104.0;360.0;False
LP001996;Male;True;False;True;False;0;Rural;20233;0.0;480.0;360.0;False
LP001998;Male;False;False;;True;2;Rural;7667;0.0;185.0;360.0;True
LP002002;Female;True;False;True;False;0;Semiurban;2917;0.0;84.0;360.0;True
LP002004;Male;False;False;True;False;0;Semiurban;2927;2405.0;111.0;360.0;True
LP002006;Female;True;False;True;False;0;Rural;2507;0.0;56.0;360.0;True
LP002008;Male;True;True;;True;2;Rural;5746;0.0;144.0;84.0;True
LP002024;;True;False;True;True;0;Rural;2473;1843.0;159.0;360.0;False
LP002031;Male;False;False;True;True;1;Urban;3399;1640.0;111.0;180.0;True
LP002035;Male;True;False;True;True;2;Semiurban;3717;0.0;120.0;360.0;True
LP002036;Male;True;False;;True;0;Urban;2058;2134.0;88.0;360.0;True
LP002043;Female;True;False;;False;1;Semiurban;3541;0.0;112.0;360.0;True
LP002050;Male;True;True;True;True;1;Rural;10000;0.0;155.0;360.0;False
LP002051;Male;True;False;True;True;0;Semiurban;2400;2167.0;115.0;360.0;True
LP002053;Male;True;False;True;True;3+;Semiurban;4342;189.0;124.0;360.0;True
LP002055;Female;True;False;;False;0;Rural;3166;2985.0;132.0;360.0;True
LP002065;Male;True;False;True;True;3+;Rural;15000;0.0;300.0;360.0;True
LP002067;Male;True;True;False;True;1;Rural;8666;4983.0;376.0;360.0;False
LP002068;Male;True;False;False;False;0;Rural;4917;0.0;130.0;360.0;True
LP002082;Male;True;True;True;True;0;Semiurban;5818;2160.0;184.0;360.0;True
LP002086;Female;True;False;True;True;0;Urban;4333;2451.0;110.0;360.0;False
LP002087;Female;True;False;True;False;0;Urban;2500;0.0;67.0;360.0;True
LP002097;Male;True;False;True;False;1;Urban;4384;1793.0;117.0;360.0;True
LP002098;Male;True;False;True;False;0;Semiurban;2935;0.0;98.0;360.0;True
LP002100;Male;True;False;True;False;;Urban;2833;0.0;71.0;360.0;True
LP002101;Male;True;;True;True;0;Urban;63337;0.0;490.0;180.0;True
LP002103;;True;True;True;True;1;Urban;9833;1833.0;182.0;180.0;True
LP002110;Male;True;;True;True;1;Rural;5250;688.0;160.0;360.0;True
LP002112;Male;True;True;True;True;2;Rural;2500;4600.0;176.0;360.0;True
LP002114;Female;True;False;True;False;0;Semiurban;4160;0.0;71.0;360.0;True
LP002115;Male;False;False;True;True;3+;Rural;2647;1587.0;173.0;360.0;False
LP002116;Female;True;False;True;False;0;Rural;2378;0.0;46.0;360.0;False
LP002119;Male;False;False;True;True;1;Urban;4554;1229.0;158.0;360.0;True
LP002126;Male;False;False;True;True;3+;Semiurban;3173;0.0;74.0;360.0;True
LP002128;Male;True;;True;True;2;Rural;2583;2330.0;125.0;360.0;True
LP002129;Male;True;False;True;True;0;Semiurban;2499;2458.0;160.0;360.0;True
LP002130;Male;False;False;False;True;;Rural;3523;3230.0;152.0;360.0;False
LP002131;Male;False;False;True;True;2;Urban;3083;2168.0;126.0;360.0;True
LP002137;Male;True;False;;True;0;Semiurban;6333;4583.0;259.0;360.0;True
LP002138;Male;True;False;True;True;0;Rural;2625;6250.0;187.0;360.0;True
LP002139;Male;True;False;True;True;0;Semiurban;9083;0.0;228.0;360.0;True
LP002140;Male;True;False;True;False;0;Rural;8750;4167.0;308.0;360.0;False
LP002141;Male;True;False;True;True;3+;Rural;2666;2083.0;95.0;360.0;True
LP002142;Female;True;True;False;True;0;Rural;5500;0.0;105.0;360.0;False
LP002143;Female;True;False;True;True;0;Semiurban;2423;505.0;130.0;360.0;True
LP002144;Female;True;False;True;False;;Urban;3813;0.0;116.0;180.0;True
LP002149;Male;True;False;True;True;2;Rural;8333;3167.0;165.0;360.0;True
LP002151;Male;True;False;True;True;1;Urban;3875;0.0;67.0;360.0;False
LP002158;Male;False;False;False;True;0;Urban;3000;1666.0;100.0;480.0;False
LP002160;Male;True;False;True;True;3+;Semiurban;5167;3167.0;200.0;360.0;True
LP002161;Female;True;False;True;False;1;Semiurban;4723;0.0;81.0;360.0;False
LP002170;Male;True;False;True;True;2;Semiurban;5000;3667.0;236.0;360.0;True
LP002175;Male;True;False;True;True;0;Urban;4750;2333.0;130.0;360.0;True
LP002178;Male;True;False;;True;0;Urban;3013;3033.0;95.0;300.0;True
LP002180;Male;True;True;True;False;0;Rural;6822;0.0;141.0;360.0;True
LP002181;Male;False;False;True;False;0;Rural;6216;0.0;133.0;360.0;False
LP002187;Male;True;False;True;False;0;Semiurban;2500;0.0;96.0;480.0;False
LP002190;Male;True;False;True;True;1;Semiurban;6325;0.0;175.0;360.0;True
LP002191;Male;True;False;True;True;0;Rural;19730;5266.0;570.0;360.0;False
